Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
2136,158602,09.04.2015 01:30,Ministerul Administratiei si Internelor - Directia Regim Permise de Conducere si Inmatriculare a Vehiculelor,17686532,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"67,973,774.54",RON,Offline,DA,NU,34114200-1,Masini de politie (Rev.2)
2137,158599,09.04.2015 01:30,APA NOVA BUCURESTI,RO 12276949,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"6,476,130.00",RON,Offline,DA,NU,71220000-6,Servicii de proiectare arhitecturala (Rev.2)
2138,158681,09.04.2015 11:28,INSTITUTUL DE CERCETARI ECO-MUZEALE TULCEA,4165680,Tulcea,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"507,942.00",RON,Offline,NU,DA,45000000-7,Lucrari de constructii (Rev.2)
2139,158682,09.04.2015 11:29,INSTITUTUL DE CERCETARI ECO-MUZEALE TULCEA,4165680,Tulcea,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"505,813.00",RON,Offline,NU,DA,45000000-7,Lucrari de constructii (Rev.2)
2140,158628,09.04.2015 14:34,Judetul Covasna,4201988,Covasna,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"452,979.08",RON,Offline,NU,NU,79341000-6,Servicii de publicitate (Rev.2)
2141,158646,09.04.2015 14:54,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"2,415,088.24",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
2142,158653,09.04.2015 15:08,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"817,708.35",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
2143,158654,09.04.2015 15:10,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"826,418.42",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
2144,158625,09.04.2015 15:16,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,205,317.55",RON,Offline,NU,NU,60172000-4,Inchiriere de autobuze si de autocare cu sofer (Rev.2)
2145,158626,09.04.2015 15:17,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"5,647,148.10",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2146,158627,09.04.2015 15:18,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"8,046,439.45",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2147,158630,09.04.2015 15:19,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"127,000.00",RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
2148,158633,09.04.2015 15:27,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"18,495.00",RON,Offline,NU,NU,44810000-1,Vopsele (Rev.2)
2149,158634,09.04.2015 15:28,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"257,195.40",RON,Offline,NU,NU,31321200-4,Cablu de joasa tensiune si de tensiune medie (Rev.2)
2150,158635,09.04.2015 15:30,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"3,878,250.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
2151,158637,09.04.2015 15:31,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"900,000.00",RON,Offline,NU,NU,34351100-3,Pneuri pentru autovehicule (Rev.2)
2152,158639,09.04.2015 15:33,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"171,890.00",RON,Offline,NU,NU,71317100-4,Servicii de consultanta in protectia contra incendiilor si a exploziilor si in controlul incendiilor si al exploziilor (Rev.2)
2153,158644,09.04.2015 15:35,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"278,500.00",RON,Offline,NU,NU,50433000-9,Servicii de calibrare (Rev.2)
2154,158645,09.04.2015 15:52,Banca Nationala a Romaniei,R 361684,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"161,180.00",RON,Online,NU,NU,30197642-8,Hartie pentru fotocopiatoare si xerografica (Rev.2)
2155,158647,09.04.2015 15:53,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"3,100.00",RON,Online,NU,NU,90460000-9,Servicii de golire a puturilor de decantare sau a foselor septice (Rev.2)
2156,158648,09.04.2015 15:54,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"1,036,717.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
2157,158650,09.04.2015 15:55,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"83,500.00",RON,Offline,NU,NU,50500000-0,"Servicii de reparare si de intretinere a pompelor, a vanelor, a robinetelor, a containerelor de metal si a masinilor (Rev.2)"
2158,158652,09.04.2015 15:56,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"15,000.00",RON,Offline,NU,NU,90700000-4,Servicii privind mediul (Rev.2)
2159,158656,09.04.2015 15:56,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"324,000.00",RON,Online,NU,NU,30213300-8,Computer de birou (Rev.2)
2160,158664,09.04.2015 16:01,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"5,614,459.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
2161,158669,09.04.2015 16:01,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"71,530.00",RON,Online,NU,NU,15711000-5,Hrana pentru pesti (Rev.2)
2162,158668,10.04.2015 01:30,MUNICIPIUL ALEXANDRIA,4652660,Teleorman,Servicii,NU,Negociere,Pretul cel mai scazut,"4,052,338.60",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
2163,158661,10.04.2015 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"21,876,540.68",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
2164,158651,10.04.2015 01:30,Institutul de Stat pentru Testarea si Inregistrarea Soiurilor,4192880,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,709,800.00",RON,Offline,DA,NU,09100000-0,Combustibili (Rev.2)
2165,158684,10.04.2015 01:30,Comuna Birca (Consiliul Local Birca),5002100,Dolj,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"22,247,682.00",RON,Offline,DA,DA,45232150-8,Lucrari pentru conducte de alimentare cu apa (Rev.2)
2166,158663,10.04.2015 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"21,858,952.40",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
2167,158662,10.04.2015 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"19,267,639.00",RON,Offline,DA,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
2168,158631,10.04.2015 01:30,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"39,336,000.00",RON,Online,DA,NU,33182220-7,Valve cardiace (Rev.2)
2169,158670,10.04.2015 01:30,"INSTITUTUL NATIONAL DE RECUPERARE, MEDICINA FIZICA SI BALNEOCLIMATOLOGIE",4266006,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,369,140.28",RON,Offline,DA,NU,15800000-6,Diverse produse alimentare (Rev.2)
2170,158655,10.04.2015 01:30,INSTITUTUL DE URGENTA PENTRU BOLI CARDIOVASCULARE SI TRANSPLANT TARGU MURES,32051606,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,319,973.04",RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
2171,158671,10.04.2015 01:30,DEPARTAMENTUL PENTRU EGALITATE DE SANSE INTRE FEMEI SI BARBATI,33160563,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,596,774.20",RON,Offline,DA,DA,34100000-8,Autovehicule (Rev.2)
2172,158629,10.04.2015 01:30,Institutul de Fonoaudiologie si Chirurgie Functionala - O.R.L. Prof. Dr. D. Hociota,4316210,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,267,501.50",RON,Offline,DA,NU,33610000-9,Medicamente pentru tractul digestiv si metabolism (Rev.2)
2173,158641,10.04.2015 01:30,MINISTERUL APARARII - UNITATEA MILITARA 02497 PITESTI,4318016,Arges,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,838,574.19",RON,Online,DA,NU,33141120-7,"Cleme, suturi, ligaturi (Rev.2)"
2174,158649,10.04.2015 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,864,000.00",RON,Offline,DA,NU,42961200-2,Sisteme Scada sau sisteme echivalente (Rev.2)
2175,158659,10.04.2015 01:30,Regia Autonoma de Distributie a Energiei Termice Bucuresti,RO 361218,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"2,567,323.59",RON,Offline,DA,NU,42961200-2,Sisteme Scada sau sisteme echivalente (Rev.2)
2176,158642,10.04.2015 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"25,146,685.45",RON,Offline,DA,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2177,158711,10.04.2015 01:30,INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU TEHNOLOGII IZOTOPICE SI MOLECULARE,RO13221445,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,100,000.00",RON,Offline,DA,DA,09332000-5,Instalatie solara (Rev.2)
2178,158643,10.04.2015 01:30,SPITALUL DE PNEUMOFTIZIOLOGIE TUDOR VLADIMIRESCU,4351870,Gorj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,338,920.00",RON,Offline,DA,NU,55321000-6,Servicii de preparare a mancarii (Rev.2)
2179,158657,10.04.2015 01:30,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"15,000,000.00",RON,Offline,DA,NU,71330000-0,Diverse servicii de inginerie (Rev.2)
2180,158632,10.04.2015 01:30,SPITALUL JUDETEAN  DE URGENTA SLATINA,4394927,Olt,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"651,889.92",RON,Offline,DA,NU,60130000-8,Servicii de transport rutier specializat de pasageri (Rev.2)
2181,158672,10.04.2015 01:30,Comuna Rasinari,4406134,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"720,009.00",RON,Offline,DA,DA,34144210-3,Vehicule de pompieri (Rev.2)
2182,158720,10.04.2015 09:07,"UNIVERSITATEA DE MEDICINA SI FARMACIE ""GR.T.POPA"" IASI",4701100,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"364,598.73",RON,Online,NU,DA,33696300-8,Reactivi chimici (Rev.2)
2183,158693,10.04.2015 10:08,ADMINISTRATIA PREZIDENTIALA,4283732,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"80,645.16",RON,Offline,NU,NU,18512200-3,Medalii (Rev.2)
2184,158697,10.04.2015 10:15,Directia Generala de Asistenta Sociala si Protectia Copilului Olt,9746625,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"562,726.50",RON,Online,NU,NU,15330000-0,Fructe si legume transformate (Rev.2)
2185,158704,10.04.2015 10:17,"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Skolodovska Curie""",4183164,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"83,550.00",RON,Offline,NU,NU,50421000-2,Servicii de reparare si de intretinere a echipamentului medical (Rev.2)
2186,158705,10.04.2015 10:17,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,4244504,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"145,119.00",RON,Offline,NU,NU,33141625-7,Truse de diagnosticare (Rev.2)
2187,158719,10.04.2015 10:19,SERVICIUL DE AMBULANTA JUDETEAN BRASOV,7661840,Brasov,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"506,129.03",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
2188,158674,10.04.2015 10:22,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"43,959.90",RON,Online,NU,NU,44110000-4,Materiale de constructii (Rev.2)
2189,158675,10.04.2015 10:23,REGIA  AUTONOMA DE TRANSPORT BRASOV,RO 1102556,Brasov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"587,334.78",RON,Offline,NU,NU,66516100-1,Servicii de asigurare de raspundere civila auto (Rev.2)
2190,158676,10.04.2015 10:23,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"8,402,564.50",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2191,158678,10.04.2015 10:24,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"15,756,179.78",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2192,158679,10.04.2015 10:27,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"93,150.00",RON,Offline,NU,NU,18440000-5,Palarii si articole pentru acoperit capul (Rev.2)
2193,158680,10.04.2015 10:29,ENEL DISTRIBUTIE BANAT SA Timisoara,RO 14490379,Timis,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"765,860.00",RON,Offline,NU,NU,45315400-2,Instalatii de inalta tensiune (Rev.2)
2194,158685,10.04.2015 10:29,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"85,000.00",RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
2195,158687,10.04.2015 10:31,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"108,765.54",RON,Online,NU,NU,31161700-9,Piese pentru generatoare de aburi (Rev.2)
2196,158688,10.04.2015 10:31,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"248,832.00",RON,Offline,NU,NU,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
2197,158689,10.04.2015 10:32,Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"53,060.00",RON,Offline,NU,NU,50411000-9,Servicii de reparare si de intretinere a aparatelor de masurare (Rev.2)
2198,158690,10.04.2015 10:33,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,744.00",RON,Online,NU,NU,50410000-2,"Servicii de reparare si de intretinere a aparatelor de masurare, de testare si de control (Rev.2)"
2199,158698,10.04.2015 10:36,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Furnizare,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"335,930.00",RON,Offline,NU,NU,34911100-7,Carucioare (Rev.2)
2200,158699,10.04.2015 10:37,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"55,200.00",RON,Offline,NU,NU,71630000-3,Servicii de inspectie si testare tehnica (Rev.2)
2201,158701,10.04.2015 10:37,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"12,727,082.61",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
2202,158702,10.04.2015 10:38,Filiala de Distributie a Energiei Electrice  ELECTRICA  DISTRIBUTIE TRANSILVANIA NORD S.A.,RO14476722,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,001,376.00",RON,Offline,NU,NU,48624000-8,Pachete software pentru sisteme de operare pentru computere personale (PC) (Rev.2)
2203,158706,10.04.2015 10:47,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"33,360.00",RON,Offline,NU,NU,50720000-8,Servicii de reparare si de intretinere a incalzirii centrale (Rev.2)
2204,158709,10.04.2015 10:48,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"60,000.00",RON,Offline,NU,NU,71335000-5,Studii tehnice (Rev.2)
2205,158712,10.04.2015 10:49,SPITALUL CLINIC C.F. CLUJ,4288349,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"174,897.30",RON,Online,NU,NU,33661100-2,Anestezice (Rev.2)
2206,158713,10.04.2015 10:50,SPITALUL CLINIC C.F. CLUJ,4288349,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"273,085.56",RON,Online,NU,NU,33610000-9,Medicamente pentru tractul digestiv si metabolism (Rev.2)
2207,158716,10.04.2015 10:52,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"800,000.00",RON,Offline,NU,NU,43121400-1,Echipament de interventie pentru sonde (Rev.2)
2208,158717,10.04.2015 10:53,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"50,000.00",RON,Offline,NU,NU,50531000-6,Servicii de reparare si de intretinere a masinilor neelectrice (Rev.2)
2209,158721,10.04.2015 10:54,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"81,844.00",RON,Online,NU,NU,44617000-8,Cutii (Rev.2)
2210,158724,10.04.2015 10:55,SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A.,RO30855230,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"96,978.53",RON,Online,NU,NU,50221000-0,Servicii de reparare si de intretinere a locomotivelor (Rev.2)
2211,158732,10.04.2015 10:57,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"324,401.00",RON,Offline,NU,NU,30192000-1,Accesorii de birou (Rev.2)
2212,158733,10.04.2015 10:58,OCOLUL SILVIC AL ORASULUI RASNOV R.A.,RO 17373721,Brasov,Furnizare,NU,Negociere,Pretul cel mai scazut,"222,083.26",RON,Offline,NU,NU,34113200-4,Vehicule pentru orice tip de teren (Rev.2)
2213,158739,10.04.2015 11:59,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"275,789.00",RON,Offline,NU,NU,71322500-6,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)
2214,158700,11.04.2015 01:30,INSTITUTUL DE URGENTA PENTRU BOLI CARDIOVASCULARE SI TRANSPLANT TARGU MURES,32051606,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,573,922.12",RON,Offline,DA,NU,33181520-3,Consumabile pentru dializa renala (Rev.2)
2215,158731,11.04.2015 01:30,Societatea Nationala NUCLEARELECTRICA S.A.,10874881,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"18,036,116.00",RON,Offline,DA,NU,50700000-2,Servicii de reparare si de intretinere a instalatiilor de constructii (Rev.2)
2216,158735,11.04.2015 01:30,UM 0502 BUCURESTI,4204283,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"766,129.00",RON,Offline,DA,NU,33112000-8,"Echipament de imagistica ecografica, cu ultrasunete si Doppler (Rev.2)"
2217,158738,11.04.2015 01:30,Ministerul Afacerilor Externe,4266863,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,707,468.70",RON,Offline,DA,NU,30213300-8,Computer de birou (Rev.2)
2218,158740,11.04.2015 01:30,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,"10,962,600.00",RON,Offline,DA,NU,44211110-6,Cabine (Rev.2)
2219,158677,11.04.2015 01:30,Directia Generala Regionala a Finantelor Publice  Iasi,4540186,Iasi,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,281,998.10",RON,Offline,DA,NU,79713000-5,Servicii de paza (Rev.2)
2220,158673,11.04.2015 01:30,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,"16,450,077.00",RON,Offline,DA,NU,44163230-1,Racorduri pentru tevi (Rev.2)
2221,158691,11.04.2015 01:30,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"5,553,000.00",RON,Offline,DA,NU,31221200-3,Relee de uz general (Rev.2)
2222,158694,11.04.2015 01:30,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,4206845,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"925,539.55",RON,Offline,DA,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
2223,158708,11.04.2015 01:30,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"5,652,367.00",RON,Offline,DA,NU,71334000-8,Servicii de inginerie mecanica si electrica (Rev.2)
2224,158718,11.04.2015 01:30,INSPECTORATUL GENERAL AL POLITIEI DE FRONTIERA,4193222,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"152,742.00",EUR,Offline,DA,DA,48614000-5,Sistem de introducere a datelor (Rev.2)
2225,158734,11.04.2015 01:30,S.N. Aeroportul International Mihail Kogalniceanu - Constanta S.A.,RO 11212645,Constanta,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"2,258,064.00",RON,Offline,DA,NU,34144213-4,Vehicule de stingere a incendiilor (Rev.2)
